OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT
sf1_trt10_p03,sf1_trt10_p03,census,2010 Census SF1 table: Race - Total Races Tallied for Tracts,US Census 2010 SF1 data table for: Race - Total Races Tallied subject area related to Tracts. This physical table contains 194 items representing 7 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: P4-HISPANIC OR LATINO ORIGIN (3); P5-HISPANIC OR LATINO ORIGIN BY RACE (17); p7-Hispanic Or Latino Origin By Race (Total Races Tallied) (15); p9-Hispanic Or Latino; And Not Hispanic Or Latino By Race (73); P3-RACE (8); p8-Race (71); p6-Race (Total Races Tallied) (7); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p03.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p04,sf1_trt10_p04,census,2010 Census SF1 table: Race - Population 18 Years and Over for Tracts,US Census 2010 SF1 data table for: Race - Population 18 Years and Over subject area related to Tracts. This physical table contains 239 items representing 5 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: P14-SEX BY AGE FOR THE POP UNDER 20 YRS (43); P12-SEX BY AGE (49); p11-Hispanic Or Latino; And Not Hispanic Or Latino By Race For The Pop 18 Yrs And Over (73); P13-MEDIAN AGE BY SEX (3); p10-Race For The Pop 18 Yrs And Over (71); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p04.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p05,sf1_trt10_p05,census,2010 Census SF1 table: Households - Households for Tracts,US Census 2010 SF1 data table for: Households - Households subject area related to Tracts. This physical table contains 245 items representing 16 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: P17-AVG HSEHLD SIZE BY AGE (3); p16-Pop In Hsehlds By Age (3); p21-Hsehlds By Age Of Hsehldr By Hsehld Type By Presence Of Related Children (31); P22-HSEHLD TYPE BY AGE OF HSEHLDR (21); p20-Hsehlds By Presence Of People Under 18 Yrs By Hsehld Type By Age Of People Under 18 Yrs (34); p15-Hispanic Or Latino Origin Of Hsehldr By Race Of Hsehldr (17); P19-HSEHLD SIZE BY HSEHLD TYPE BY PRESENCE OF OWN CHILDREN (19); P28-HSEHLD TYPE BY HSEHLD SIZE (16); P18-HSEHLD TYPE (9); p23-Hsehlds By Presence Of People 60 Yrs And Over By Hsehld Type (15); p30-Hsehld Type For The Pop In Hsehlds (13); p29-Hsehld Type By Relationship (28); p24-Hsehlds By Presence Of People 60 Yrs And Over; Hsehld Size; And Hsehld Type (11); p25-Hsehlds By Presence Of People 65 Yrs And Over; Hsehld Size; And Hsehld Type (11); p26-Hsehlds By Presence Of People 75 Yrs And Over; Hsehld Size; And Hsehld Type (11); p27-Hsehlds By Presence Of Nonrelatives (3); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p05.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p06,sf1_trt10_p06,census,2010 Census SF1 table: Population Substituted - Total Population for Tracts,US Census 2010 SF1 data table for: Population Substituted - Total Population subject area related to Tracts. This physical table contains 254 items representing 19 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: P37-AVG FAMILY SIZE BY AGE (3); p32-Hsehld Type By Relationship By Age For The Pop Under 18 Yrs (45); P36-POP IN FAMILIES BY AGE (3); p43-Grp Qtrs Pop By Sex By Age By Grp Qtrs Type (63); p41-Age Of Grandchildren Under 18 Yrs Living With A Grandparent Hsehldr (6); p49-Allocation Of Age (3); p47-Allocation Of Hispanic Or Latino Origin (3); p45-Allocation Of Pop Items (3); p46-Allocation Of Race (3); p48-Allocation Of Sex (3); P35-FAMILIES (1); P38-FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN (20); p39-Family Type By Presence And Age Of Related Children (20); p40-Family Type And Age For Own Children Under 18 Yrs (20); p42-Grp Qtrs Pop By Grp Qtrs Type (10); p34-Hsehld Type By Relationship For The Pop 65 Yrs And Over (22); p31-Hsehld Type By Relationship For The Pop Under 18 Yrs (16); p33-Hsehld Type For The Pop Under 18 Yrs In Hsehlds (Excluding Hsehldrs; Spouses; And Unmarried Partners) (7); p44-Pop Substituted (3); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p06.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p07,sf1_trt10_p07,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 251 items representing 7 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p51-Allocation Of Pop Items For The Pop In Grp Qtrs (3); p50-Allocation Of Relationship (3); P12A-SEX BY AGE (WHITE ALONE) (49); P12B-SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE) (49); P12C-SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) (49); P12D-SEX BY AGE (ASIAN ALONE) (49); P12E-SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) (49); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p07.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p08,sf1_trt10_p08,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 253 items representing 23 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p17a-Avg Hsehld Size By Age (White Alone Hsehldr) (3); p13a-Median Age By Sex (White Alone) (3); p13b-Median Age By Sex (Black Or African American Alone) (3); p13c-Median Age By Sex (American Indian And Alaska Native Alone) (3); p13d-Median Age By Sex (Asian Alone) (3); p13e-Median Age By Sex (Native Hawaiian And Other Pacific Islander Alone) (3); p13f-Median Age By Sex (Some Other Race Alone) (3); p13g-Median Age By Sex (Two Or More Races) (3); p13h-Median Age By Sex (Hispanic Or Latino) (3); p13i-Median Age By Sex (White Alone; Not Hispanic Or Latino) (3); p16a-Pop In Hsehlds By Age (White Alone Hsehldr) (3); p16b-Pop In Hsehlds By Age (Black Or African American Alone Hsehldr) (3); p16c-Pop In Hsehlds By Age (American Indian And Alaska Native Alone Hsehldr) (3); p16d-Pop In Hsehlds By Age (Asian Alone Hsehldr) (3); p16e-Pop In Hsehlds By Age (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (3); p16f-Pop In Hsehlds By Age (Some Other Race Alone Hsehldr) (3); p16g-Pop In Hsehlds By Age (Two Or More Races Hsehldr) (3); p16h-Pop In Hsehlds By Age (Hispanic Or Latino Hsehldr) (3); p16i-Pop In Hsehlds By Age (White Alone; Not Hispanic Or Latino Hsehldr) (3); P12F-SEX BY AGE (SOME OTHER RACE ALONE) (49); P12G-SEX BY AGE (TWO OR MORE RACES) (49); P12H-SEX BY AGE (HISPANIC OR LATINO) (49); P12I-SEX BY AGE (WHITE ALONE; NOT HISPANIC OR LATINO) (49); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p08.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p09,sf1_trt10_p09,census,2010 Census SF1 table: Household Type - Households for Tracts,US Census 2010 SF1 data table for: Household Type - Households subject area related to Tracts. This physical table contains 249 items representing 26 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p17b-Avg Hsehld Size By Age (Black Or African American Alone Hsehldr) (3); p17c-Avg Hsehld Size By Age (American Indian And Alaska Native Alone Hsehldr) (3); p17d-Avg Hsehld Size By Age (Asian Alone Hsehldr) (3); p17e-Avg Hsehld Size By Age (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (3); p17f-Avg Hsehld Size By Age (Some Other Race Alone Hsehldr) (3); p17g-Avg Hsehld Size By Age (Two Or Moreraces Hsehldr) (3); p17h-Avg Hsehld Size By Age (Hispanic Or Latino Hsehldr) (3); p17i-Avg Hsehld Size By Age (White Alone; Not Hispanic Or Latino Hsehldr) (3); P18A-HSEHLD TYPE (WHITE ALONE HSEHLDR) (9); P18B-HSEHLD TYPE (BLACK OR AFRICAN AMERICAN ALONE HSEHLDR) (9); P18C-HSEHLD TYPE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HSEHLDR) (9); P18D-HSEHLD TYPE (ASIAN ALONE HSEHLDR) (9); P18E-HSEHLD TYPE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HSEHLDR) (9); P18F-HSEHLD TYPE (SOME OTHER RACE ALONE HSEHLDR) (9); P18G-HSEHLD TYPE (TWO OR MORE RACES HSEHLDR) (9); P18H-HSEHLD TYPE (HISPANIC OR LATINO HSEHLDR) (9); P18I-HSEHLD TYPE (WHITE ALONE; NOT HISPANIC OR LATINO HSEHLDR) (9); p28a-Hsehld Type By Hsehld Size (White Alone Hsehldr) (16); p28b-Hsehld Type By Hsehld Size (Black Or African American Alone Hsehldr) (16); p28c-Hsehld Type By Hsehld Size (American Indian And Alaska Native Alone Hsehldr) (16); p28d-Hsehld Type By Hsehld Size (Asian Alone Hsehldr) (16); p28e-Hsehld Type By Hsehld Size (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (16); p28f-Hsehld Type By Hsehld Size (Some Other Race Alone Hsehldr) (16); p28g-Hsehld Type By Hsehld Size (Two Or More Races Hsehldr) (16); p28h-Hsehld Type By Hsehld Size (Hispanic Or Latino Hsehldr) (16); p28i-Hsehld Type By Hsehld Size (White Alone; Not Hispanic Or Latino Hsehldr) (16); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p09.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p10,sf1_trt10_p10,census,2010 Census SF1 table: Relationship - Total Population for Tracts,US Census 2010 SF1 data table for: Relationship - Total Population subject area related to Tracts. This physical table contains 252 items representing 9 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p29a-Hsehld Type By Relationship (White Alone) (28); p29b-Hsehld Type By Relationship (Black Or African American Alone) (28); p29c-Hsehld Type By Relationship (American Indian And Alaska Native Alone) (28); p29d-Hsehld Type By Relationship (Asian Alone) (28); p29e-Hsehld Type By Relationship (Native Hawaiian And Other Pacific Islander Alone) (28); p29f-Hsehld Type By Relationship (Some Other Race Alone) (28); p29g-Hsehld Type By Relationship (Two Or More Races) (28); p29h-Hsehld Type By Relationship (Hispanic Or Latino) (28); p29i-Hsehld Type By Relationship (White Alone; Not Hispanic Or Latino) (28); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p10.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p11,sf1_trt10_p11,census,2010 Census SF1 table: Household Type - Population Under 18 Years for Tracts,US Census 2010 SF1 data table for: Household Type - Population Under 18 Years subject area related to Tracts. This physical table contains 254 items representing 14 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p34a-Hsehld Type By Relationship For The Pop 65 Yrs And Over (White Alone) (22); p34b-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Black Or African American Alone) (22); p34c-Hsehld Type By Relationship For The Pop 65 Yrs And Over (American Indian And Alaska Native Alone) (22); p34d-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Asian Alone) (22); p34e-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Native Hawaiian And Other Pacific Islander Alone) (22); p31a-Hsehld Type By Relationship For The Pop Under 18 Yrs (White Alone) (16); p31b-Hsehld Type By Relationship For The Pop Under 18 Yrs (Black Or African American Alone) (16); p31c-Hsehld Type By Relationship For The Pop Under 18 Yrs (American Indian And Alaska Native Alone) (16); p31d-Hsehld Type By Relationship For The Pop Under 18 Yrs (Asian Alone) (16); p31e-Hsehld Type By Relationship For The Pop Under 18 Yrs (Native Hawaiian And Other Pacific Islander Alone) (16); p31f-Hsehld Type By Relationship For The Pop Under 18 Yrs (Some Other Race Alone) (16); p31g-Hsehld Type By Relationship For The Pop Under 18 Yrs (Two Or More Races) (16); p31h-Hsehld Type By Relationship For The Pop Under 18 Yrs (Hispanic Or Latino) (16); p31i-Hsehld Type By Relationship For The Pop Under 18 Yrs (White Alone; Not Hispanic Or Latino) (16); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p11.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p12,sf1_trt10_p12,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Tracts,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related to Tracts. This physical table contains 251 items representing 36 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p37a-Avg Family Size By Age (White Alone Hsehldr) (3); p37b-Avg Family Size By Age (Black Or African American Alone Hsehldr) (3); p37c-Avg Family Size By Age (American Indian And Alaska Native Alone Hsehldr) (3); p37d-Avg Family Size By Age (Asian Alone Hsehldr) (3); p37e-Avg Family Size By Age (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (3); p37f-Avg Family Size By Age (Some Other Race Alone Hsehldr) (3); p37g-Avg Family Size By Age (Two Or More Races Hsehldr) (3); p37h-Avg Family Size By Age (Hispanic Or Latino Hsehldr) (3); p37i-Avg Family Size By Age (White Alone; Not Hispanic Or Latino Hsehldr) (3); p36a-Pop In Families By Age (White Alone Hsehldr) (3); p36b-Pop In Families By Age (Black Or African American Alone Hsehldr) (3); p36c-Pop In Families By Age (American Indian And Alaska Native Alone Hsehldr) (3); p36d-Pop In Families By Age (Asian Alone Hsehldr) (3); p36e-Pop In Families By Age (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (3); p36f-Pop In Families By Age (Some Other Race Alone Hsehldr) (3); p36g-Pop In Families By Age (Two Or More Races Hsehldr) (3); p36h-Pop In Families By Age (Hispanic Or Latino Hsehldr) (3); p36i-Pop In Families By Age (White Alone; Not Hispanic Or Latino Hsehldr) (3); p35a-Families (White Alone Hsehldr) (1); p35b-Families (Black Or African American Alone Hsehldr) (1); p35c-Families (American Indian And Alaska Native Alone Hsehldr) (1); p35d-Families (Asian Alone Hsehldr) (1); p35e-Families (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (1); p35f-Families (Some Other Race Alone Hsehldr) (1); p35g-Families (Two Or More Races Hsehldr) (1); p35h-Families (Hispanic Or Latino Hsehldr) (1); p35i-Families (White Alone; Not Hispanic Or Latino Hsehldr) (1); p34f-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Some Other Race Alone) (22); p34g-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Two Or More Races) (22); p34h-Hsehld Type By Relationship For The Pop 65 Yrs And Over (Hispanic Or Latino) (22); p34i-Hsehld Type By Relationship For The Pop 65 Yrs And Over (White Alone; Not Hispanic Or Latino) (22); p38a-Family Type By Presence And Age Of Own Children (White Alone Hsehldr) (20); p38b-Family Type By Presence And Age Of Own Children (Black Or African American Alone Hsehldr) (20); p38c-Family Type By Presence And Age Of Own Children (American Indian And Alaska Native Alone Hsehldr) (20); p38d-Family Type By Presence And Age Of Own Children (Asian Alone Hsehldr) (20); p38e-Family Type By Presence And Age Of Own Children (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (20); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p12.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p13,sf1_trt10_p13,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Tracts,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related to Tracts. This physical table contains 240 items representing 12 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p39a-Family Type By Presence And Age Of Related Children (White Alone Hsehldr) (20); p39b-Family Type By Presence And Age Of Related Children (Black Or African American Alone Hsehldr) (20); p39c-Family Type By Presence And Age Of Related Children (American Indian And Alaska Native Alone Hsehldr) (20); p39d-Family Type By Presence And Age Of Related Children (Asian Alone Hsehldr) (20); p39e-Family Type By Presence And Age Of Related Children (Native Hawaiian And Other Pacific Islander Alone Hsehldr) (20); p39f-Family Type By Presence And Age Of Related Children (Some Other Race Alone Hsehldr) (20); p39g-Family Type By Presence And Age Of Related Children (Two Or More Races Hsehldr) (20); p39h-Family Type By Presence And Age Of Related Children (Hispanic Or Latino Hsehldr) (20); p38f-Family Type By Presence And Age Of Own Children (Some Other Race Alone Hsehldr) (20); p38g-Family Type By Presence And Age Of Own Children (Two Or More Races Hsehldr) (20); p38h-Family Type By Presence And Age Of Own Children (Hispanic Or Latino Hsehldr) (20); p38i-Family Type By Presence And Age Of Own Children (White Alone; Not Hispanic Or Latino Hsehldr) (20); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p13.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p14,sf1_trt10_p14,census,2010 Census SF1 table: Family Type - Families for Tracts,US Census 2010 SF1 data table for: Family Type - Families subject area related to Tracts. This physical table contains 20 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: p39i-Family Type By Presence And Age Of Related Children (White Alone; Not Hispanic Or Latino Hsehldr) (20); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p14.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p17,sf1_trt10_p17,census,2010 Census SF1 table: Age - Total Population for Tracts,US Census 2010 SF1 data table for: Age - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12-SEX BY AGE (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p17.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p20,sf1_trt10_p20,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12A-SEX BY AGE (WHITE ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p20.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p21,sf1_trt10_p21,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12B-SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p21.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p22,sf1_trt10_p22,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12C-SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p22.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p23,sf1_trt10_p23,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12D-SEX BY AGE (ASIAN ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p23.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p24,sf1_trt10_p24,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12E-SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p24.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p25,sf1_trt10_p25,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12F-SEX BY AGE (SOME OTHER RACE ALONE) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p25.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p26,sf1_trt10_p26,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12G-SEX BY AGE (TWO OR MORE RACES) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p26.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
sf1_trt10_p27,sf1_trt10_p27,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physical table contains 209 items representing 1 subcategory(s) (also know as logical table(s)).These logical table category(s) encompass the following topics: PCT12H-SEX BY AGE (HISPANIC OR LATINO) (209); . The value (letter number combination) before the dash is the logical table name;which is also the prefix for the items in that logical table. The value inside the ( ) after the description of the logical table is the number of items in that logical table. If the description of the logical table is all in uppercase this logical table is also provided as a customized lyr file (tracts10_area_sf1p27.lyr) where these items have been joined to the Census Tracts featureclass to help meet defined interest or business uses. If the table name and description are all in mixed case; this logical table is of less importance to county business and is available only as a table; and not as a lyr file. However any SF1 table can be joined to the appropriate Census geography on the GEOID relationship.
